#OK
#SQL=     
#	 SELECT          
#	     gal.GalaxyID as id,
#	     (mag.u_nodust - mag.g_nodust) as ug,
#	     (mag.g_nodust - mag.i_nodust) as gi
#	 FROM   
#	     RefL0100N1504_SubHalo as gal,  
#	     RefL0100N1504_Magnitudes as mag,  
#	     RefL0100N1504_Aperture as ape  
#	 WHERE    
#	     gal.SnapNum = 27 and        
#	     ape.Mass_Star > 1e10 and    
#	     ape.ApertureSize = 30 and   
#	
#	     gal.GalaxyID = mag.GalaxyID and  
#	     gal.GalaxyID = ape.GalaxyID
#MAXROWS UNLIMITED
#QUERYTIMEOUT 1800 sec
#QUERYTIME 2662 millisec
#COLUMN 1 name=id JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=ug JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=gi JDBC_TYPE=7 JDBC_TYPENAME=real
id,ug,gi
9174356,0.98405266,0.696249
9176118,1.0839291,0.8183861
9177951,1.5095005,1.0014534
9179611,1.350666,0.9744816
9181451,1.4064293,0.99450874
9184391,0.7843113,0.42565155
9186583,0.82639694,0.55495644
9191104,1.1847725,0.8551483
9192917,1.5851498,1.041914
9200769,0.8958969,0.622015
9201926,0.92925644,0.6437073
9203270,0.764513,0.36707687
9205474,1.6148853,1.0884819
9207429,0.95142365,0.68590355
9211157,1.1012764,0.69740295
9216031,0.7086277,0.4444065
9217776,1.476675,1.0273285
9223318,1.0081844,0.74154663
9228473,1.0115776,0.7178955
9234262,1.2893658,0.93408966
9235884,1.6050282,1.0883541
9237863,0.9764786,0.7116871
9239918,0.88993454,0.5175476
9241835,1.6841774,1.134695
9248510,1.0255871,0.7526703
9251927,0.8781643,0.6129322
9258027,0.77918243,0.49279404
9263569,0.7916088,0.45773315
9264862,1.2750759,0.93380165
9266060,1.0152512,0.6987362
9278206,0.9983063,0.7029629
9279688,1.5741596,1.0834732
9284260,1.1656475,0.86761093
9289264,0.9012661,0.64219856
9292390,1.0055485,0.7220993
9293659,1.1777649,0.7754173
9296341,0.88891983,0.60219
9299366,0.7695198,0.47080994
9302116,0.85002327,0.5440903
9303471,1.6514797,1.1156311
9308022,1.0683975,0.7532215
9309358,1.0065022,0.725317
9310679,0.91724396,0.65307426
9312150,0.80519485,0.49282455
9313403,0.90250206,0.6155033
9320723,1.117569,0.8234482
9325840,0.8319912,0.51644325
9730697,0.8036938,0.5033264
9735078,0.9843693,0.7172985
9737383,0.9213772,0.63804626
9738646,0.8934822,0.6096821
9743799,1.0027008,0.71889496
9744961,1.1656971,0.840395
9748723,0.9167614,0.6627178
9751346,0.8673706,0.6268616
9756947,1.0077152,0.69944763
9759527,1.0032883,0.7400017
9760963,0.9969921,0.7202225
9764634,0.9643574,0.6694336
9771108,1.6636486,1.1206417
9775887,0.8225632,0.57725906
9781463,0.95448303,0.68408394
9782789,0.92186165,0.65714645
9788483,0.9536247,0.6992302
9792408,0.91763496,0.6267624
9793595,0.9869385,0.70497894
9794573,0.9480915,0.6713314
9799268,0.9479065,0.69498825
9801619,1.0188751,0.7039871
9804192,0.96806335,0.68136024
9805593,0.90413094,0.66337013
9809641,1.5047817,0.962265
9813652,0.92448235,0.6598778
9822660,1.0529823,0.73721313
9824021,1.5949802,1.0734749
9827336,1.6258888,1.0899181
9828841,1.03158,0.74435234
9830239,0.87137794,0.582037
9835510,1.1285477,0.8586273
9837200,1.4657364,1.0102558
9847065,1.0669785,0.7710533
9849525,0.84074974,0.5400219
9851671,0.8559246,0.6156559
9857344,1.0105991,0.7788162
9860152,0.9301319,0.6567955
6076301,1.6901035,1.1410599
6082967,0.90291023,0.61008453
6084349,1.7262917,1.151823
6086970,1.1254482,0.81918144
6599298,1.6925697,1.1291504
6602359,1.7518063,1.1723175
6621771,1.6314354,1.104639
6623024,1.28932,0.97847176
6630026,1.1769581,0.8837776
6631027,1.1828537,0.8929081
7607854,1.7209492,1.1540394
7608941,1.5933971,1.0811882
7615335,0.8574619,0.57592964
7615994,1.1964359,0.8647156
7624200,1.1802845,0.8506222
7634996,1.6773872,1.1102791
7645674,1.3391495,0.92061424
7657927,1.2563419,0.9290905
7658846,1.6215591,1.1042061
7659938,1.1407509,0.80768204
8717753,0.8797302,0.5922699
8719658,1.1090546,0.8288269
8723903,1.1396751,0.8815079
8727294,0.6120758,0.2832489
8729072,1.4931221,1.0473614
8730963,0.949522,0.682951
8737297,1.2354698,0.8897114
8741356,1.0185814,0.74432564
8747774,1.2530994,0.9364433
8753690,0.91381264,0.6635361
8754568,1.0635548,0.75616646
8756517,0.87192726,0.5560646
8758648,0.7965641,0.5583191
8760226,0.9982033,0.76071167
8764213,0.9054184,0.60964584
8766570,0.9241276,0.6387768
8768408,1.5331764,1.0678368
8770455,0.8987732,0.641449
8774241,0.93032265,0.6584377
8779628,0.99235535,0.6153984
8782362,0.87750816,0.5431614
8784218,1.2477493,0.94680595
8790770,0.97481346,0.6844883
8791779,0.85821724,0.58885574
8793008,0.9786205,0.6818619
8795479,1.0204391,0.7775192
8797511,0.95451736,0.6857166
8808175,0.8762474,0.5878601
8809752,1.0178852,0.7059269
8814843,0.829113,0.4975319
8823158,0.8367882,0.57160187
8824646,0.9054527,0.6617737
8827412,0.97079086,0.71840477
8832241,0.8693428,0.5777626
8839921,0.9550781,0.6768913
8842093,0.74012756,0.49510193
8845659,0.857481,0.5865097
8847197,0.8766937,0.5903206
8849004,1.2997494,0.9055538
8856889,1.1141243,0.83208084
8866809,0.96403694,0.6810341
8868681,1.3439445,0.9390297
8874841,1.0120201,0.7537708
8876820,0.88406754,0.6193752
8878259,0.91926,0.6527252
8880354,1.1493492,0.82126236
8882043,0.7105427,0.40250206
8884850,0.9461365,0.6699028
8886522,0.84259796,0.54571724
8887633,0.954298,0.7132931
8890852,1.5756588,1.0746517
8894369,0.9281292,0.6791229
8895813,0.8675995,0.579031
8897327,0.8291321,0.5494652
8903544,1.0411491,0.77114487
8905408,0.833992,0.57144547
8906928,1.0879631,0.8472042
8908282,1.1492195,0.8447418
8910129,1.0166607,0.7094269
8911639,0.9058571,0.6607704
8913386,0.8858166,0.6184807
9327490,0.8154564,0.5344181
9331416,0.9017372,0.6504898
9335719,1.4129868,1.012167
9337181,0.733963,0.43901825
9338468,0.8519516,0.62059975
9339932,1.0615482,0.7586117
9341395,0.8618717,0.6080227
9342624,1.637291,1.0955524
9344085,1.105484,0.8228092
9348796,0.859251,0.53328705
9350108,1.1813583,0.894228
9350978,1.0168095,0.7385063
9352516,0.94301605,0.6822109
9355440,1.5357723,1.0518379
9361157,0.98064804,0.7123642
9364039,0.9140701,0.6532459
9372229,0.8523979,0.5671139
9374786,1.0223408,0.7729778
9378422,1.4931316,1.0522366
9383526,1.5974331,1.0871735
9384897,0.92791176,0.67225456
9389474,0.97214127,0.71536446
9391741,1.066019,0.7851696
9393167,0.9541054,0.7034645
9394848,0.9951,0.72771835
9396018,0.999876,0.7405548
9397256,0.8784523,0.60424614
9400187,1.1709213,0.863081
9401632,1.0075684,0.7209606
9404308,1.0075893,0.72407913
9407315,1.1302891,0.83294106
9410625,0.9302902,0.6551018
9411960,0.9097347,0.6180191
9414771,0.990324,0.7154045
9416366,0.88171387,0.6031265
9422456,0.82253647,0.5228882
9423955,1.1270561,0.8372822
9427537,1.0238895,0.7468281
9429066,1.2579288,0.9531288
9430664,1.6007042,1.085926
9432094,1.5383892,1.0499973
9434708,1.0377026,0.7369137
9435793,1.6391773,1.1117477
9443124,1.7260418,1.1703072
9451828,1.3894615,1.0009861
9454254,1.6223049,1.0805454
9455775,1.5682411,1.0704136
9459876,1.694437,1.1409817
9461188,1.5663548,1.0678997
9466655,1.5782642,1.08037
9470683,1.698946,1.142786
9471659,1.4971809,1.0291691
9473362,1.4616756,1.0054398
9476462,1.2332764,0.8682804
9477644,0.9107971,0.6636028
9478262,1.0126896,0.7204113
9479186,0.6900921,0.40488243
9482506,1.5157089,1.0425797
9483124,0.9842396,0.7153206
9484896,1.2954159,0.95583534
9485865,1.013113,0.7634735
9487818,1.2818661,0.9664955
9489651,1.6071587,1.0883102
9490150,1.648346,1.116848
9490638,1.3880806,0.96535873
9498013,1.6815338,1.135561
9517737,0.9372902,0.68953323
9519366,1.5732708,1.0441265
9526568,1.6899529,1.1214657
9532695,1.7042999,1.1487617
9539938,1.5706139,1.0672474
9544766,1.2891884,0.95384216
9556291,1.6989841,1.1464176
9557493,1.6375694,1.098814
9562860,1.1559696,0.86109924
9563813,1.6345444,1.0891151
9566509,1.6265297,1.0752563
9567313,1.5797348,1.061552
9600762,1.5694923,1.0481167
9602575,0.9098606,0.6267624
9603520,0.8258362,0.6056576
9610281,0.9540825,0.6448326
9614142,0.8901348,0.6102619
9618714,1.0246334,0.7314091
9620151,1.040596,0.73407364
9621246,1.1752586,0.86486816
9634680,1.0965424,0.77573395
9641081,0.8843422,0.55589485
9644309,0.9219265,0.63723373
9648217,1.0983047,0.8005886
9651174,0.94802094,0.7001724
9653951,0.9151325,0.6849575
9654901,1.3701038,0.9634228
9659442,0.8803425,0.62133217
9662332,0.98228455,0.67287254
9664035,1.0944538,0.82714844
9665097,0.8713875,0.5637932
9666768,0.88220215,0.576025
9672292,1.0525303,0.78905296
9673327,1.2197933,0.90304184
9674774,1.2862816,0.93431854
9675845,1.0165825,0.74817467
9678376,0.9470978,0.7259693
9683063,0.8845844,0.630846
9688295,1.2695694,0.9328003
9693100,0.9621563,0.6771145
9694151,1.5472755,1.030344
9695681,1.6088028,1.0937538
9696945,0.8964138,0.57304955
9698917,0.9223957,0.6377182
9704380,1.2406235,0.9309101
9706646,0.9265709,0.6559582
9708149,1.189867,0.8767395
9709797,1.0009041,0.6784096
9712821,0.9573822,0.6972313
9714040,1.538538,1.0517464
9715326,0.7610798,0.44330788
9716328,0.9117241,0.60676575
9722530,0.8652687,0.606205
9724896,0.87685394,0.5712528
9726407,0.98060036,0.7138138
9728536,0.90309525,0.64523315
9729690,0.9439678,0.6245022
10084522,0.86904716,0.5702324
10087547,1.5443573,1.0255566
10090244,1.0020504,0.723505
10092169,1.0287342,0.73464775
10094366,1.4996014,1.0134716
10101727,0.93195343,0.6452179
10122177,0.9103985,0.5997715
10124104,0.99308777,0.70845413
10125259,0.8756275,0.51966286
10127624,1.2749462,0.8938198
10133129,0.90512466,0.56085205
10140532,0.87594986,0.59262085
10143485,1.479248,1.0017262
10145406,1.3229675,0.8771744
10148850,1.2617664,0.93182373
10153845,0.8643131,0.60487556
10155841,0.99454117,0.7203617
10159085,0.93061256,0.6426792
10164039,1.6836185,1.1365871
10167710,1.5311565,1.0138836
10168970,0.9113083,0.6090565
10172253,1.07271,0.8130646
10173307,0.830122,0.58603096
10180876,0.9711952,0.706192
10182122,0.9715538,0.7068367
10183375,0.88366127,0.62159157
10188323,1.0168896,0.749712
10192191,0.99398804,0.73937416
10193361,0.96645546,0.68030167
10199062,1.4346981,0.9538708
10201809,0.904644,0.633049
10204083,0.8835182,0.6072788
10211485,1.0448227,0.79735374
10213200,1.6283569,1.1087914
10214269,1.593296,1.062952
10214811,0.92840195,0.6474762
10216159,1.0547276,0.76727676
10218265,0.9620743,0.6891384
10221113,0.93372726,0.6759548
10222240,1.2513199,0.9202938
10223986,1.0667591,0.782177
10225164,1.2149086,0.9060192
10226252,0.960371,0.68397903
10228159,0.8625126,0.54405975
10237264,0.96245575,0.7103405
10239638,0.8578186,0.56168365
10244345,0.90239906,0.5874462
10245548,1.3636055,0.882349
10247408,1.5916157,1.057436
10249248,0.99378777,0.7220459
10254838,1.0338669,0.7449608
10255927,1.1620369,0.8604088
10259859,1.1083336,0.785738
10262736,0.98744965,0.72844887
10264692,0.86325264,0.62792015
10265954,1.086237,0.76610756
10269193,0.9309616,0.65288734
10274266,0.85393906,0.6258316
10282281,0.9115467,0.62200737
10284427,1.1758499,0.88476753
10289727,0.8989773,0.5946007
10294382,0.9515896,0.70264053
10295106,1.020483,0.7276325
10297071,1.5234299,1.0682354
10297941,1.2753487,0.87221146
10302220,1.0435257,0.6995697
10303119,1.3641834,0.96142006
10305995,0.9868393,0.6987915
10309038,1.0342541,0.7350483
10319358,0.91511154,0.62628174
10322482,0.9030361,0.59114265
10323277,0.92959595,0.62368774
10324278,0.9699421,0.6819267
10326235,1.0624886,0.72860336
10329241,1.0650425,0.74630547
10334457,0.9948883,0.739151
10335384,0.751812,0.38900948
10338653,1.6441231,1.115221
10342136,1.372942,0.9793625
10345837,0.96536636,0.69447136
10350100,1.0617714,0.7530422
10353851,0.9633293,0.65709686
10359576,1.059391,0.7620506
10361791,0.98236465,0.69135284
10363689,1.1272373,0.8164444
10365608,1.0444622,0.7369919
10366588,1.3720036,0.97164154
10367906,0.9159069,0.6561794
10372952,0.92054176,0.6802845
10374092,0.8138447,0.5151329
10375596,1.2840557,0.9621639
10382479,1.1740913,0.7793999
10383398,0.84695625,0.5540371
10387804,0.8553467,0.58351135
10390334,0.9206562,0.64944077
10396159,1.0787601,0.7767849
10404442,0.8406372,0.5715046
10406313,1.0780354,0.7715168
10408026,1.0444412,0.73015404
10412989,0.88681984,0.58740234
10414449,0.919096,0.6363945
10417879,1.0733471,0.78705215
10420477,0.84176445,0.6108093
10421754,0.912693,0.6856594
10422406,1.2071514,0.8421478
10806826,1.0127296,0.7094555
10809535,0.8662338,0.5728359
10835614,1.2245998,0.78920555
10838396,1.491724,1.0026646
10839975,1.0682678,0.7887268
10842573,0.94015884,0.6420517
10844561,1.087822,0.80101585
10852760,1.4532146,0.9944172
10857031,0.9525509,0.65291405
10865420,0.9751644,0.71748924
10872032,1.0264626,0.7866993
10874731,1.062767,0.7789345
10875681,1.1939983,0.8442631
10878257,1.5440369,1.0441761
10878925,1.2552567,0.929163
10880889,1.187767,0.86517525
10882365,0.96582985,0.68994904
10883095,1.2672062,0.9472046
10891574,1.0668659,0.783123
10908162,0.9775276,0.7134857
10924004,1.5493011,1.0702991
10939324,0.9388485,0.6893501
10951931,1.0624676,0.75240517
10985642,1.0187626,0.738163
10986412,0.94488335,0.6867447
10989284,0.97901535,0.7104416
11013275,1.0279026,0.760849
11022477,1.0904446,0.78315735
11041879,0.9251423,0.66623306
11070576,1.0326252,0.77641106
11106875,1.1754341,0.8593483
11419698,1.7819881,1.2060871
11434162,1.6732101,1.1331196
11436475,1.6861782,1.1234207
11440965,1.604662,1.0848007
11444551,1.463604,1.0467129
11445936,1.666565,1.1162376
11450390,1.5866604,1.0558624
11452247,1.6731434,1.1254559
11453998,1.0929737,0.7397709
11455096,1.0699787,0.75740814
11457293,1.1945591,0.85764503
11469326,1.218874,0.86902237
11472444,1.6252327,1.0916424
9255165,0.9693203,0.7135391
9256846,1.046936,0.74666786
9259595,1.2729397,0.9168091
9260963,0.84313583,0.6041069
9262019,0.9814148,0.7268448
9267524,1.59976,1.0884762
9268384,1.3913841,1.0252419
9269963,1.0054989,0.74907684
9271074,1.303402,0.9377651
9273894,0.89167786,0.589674
9275336,0.9210911,0.6331177
9282800,0.9303436,0.6220684
9285917,0.9427128,0.6939297
9287831,1.2220554,0.81876564
9290562,0.8949623,0.6326752
9295169,0.87540245,0.60661125
9297859,0.80311775,0.47628593
9300892,0.94957733,0.4892311
9306539,1.0282536,0.6996956
9314862,0.96396446,0.6857891
9316360,1.1411095,0.82821083
9317855,0.99264336,0.7528019
9319535,1.2361774,0.9003582
9731857,0.91490364,0.69620323
9733376,0.99097824,0.73801994
9739792,1.0474434,0.770874
9741348,1.2364445,0.84051895
9742670,0.90833473,0.62833977
9746294,1.3749065,0.91309357
9747706,1.3550491,0.99134064
9750064,0.96346664,0.6712017
9752527,1.1565571,0.8507862
9753783,0.9431553,0.70249176
9755128,0.9440994,0.6646004
9756071,0.9074936,0.66973877
9758421,0.95030785,0.6712055
9762290,1.1994915,0.84539413
9763692,0.9954567,0.7630749
9766117,0.94530106,0.65403557
9767427,1.0489273,0.7511749
9768388,0.9111786,0.62877655
9769666,1.0544796,0.7734928
9772600,0.97694397,0.6815624
9773937,0.93047905,0.6685791
9777731,1.0290451,0.75902367
9779253,1.4232426,1.0008602
9786061,0.87524796,0.55763817
9787367,0.9939995,0.70804405
9789622,0.97452736,0.71162033
9790974,1.1675014,0.88539124
9796768,0.8396702,0.49600983
9798320,0.94013596,0.6380043
9803025,0.9254036,0.64432526
9806843,0.99944305,0.74479294
9808391,1.0040798,0.73425674
9812402,1.4575176,1.0263996
9815879,1.0773277,0.78754807
9817539,0.86195755,0.584507
9821193,1.0513077,0.75878334
9831288,0.8414364,0.54144096
9834052,1.561161,1.0575104
9839173,1.1240578,0.8417511
9840060,0.9188194,0.65647125
9842936,1.0414562,0.7489586
9845893,0.99009895,0.7617054
9848106,0.94269943,0.68112564
9854114,0.89530945,0.58999634
9858663,1.3390427,0.96896935
9863676,1.594265,1.082943
9865665,1.0997086,0.84064484
9872799,1.5143452,1.0233326
9878131,0.9879875,0.74129486
9879166,0.87309647,0.598259
9880561,0.82375336,0.5036049
9895737,1.1262608,0.85694885
9897266,0.94916534,0.72141075
9900116,0.9767914,0.6763344
9905521,0.83774376,0.5488701
9906770,1.5999451,1.0706272
9909259,0.75842476,0.45768356
9912258,0.87389565,0.578413
9917123,0.9256134,0.6334324
9920747,1.5785713,1.0509968
9932079,1.6171227,1.1027031
9934327,1.0587273,0.796505
9936591,0.8805504,0.60920525
9942164,1.4830189,1.0306892
9944857,1.5702419,1.0027657
9946987,1.226799,0.87304497
9952721,1.0530682,0.7744236
9954916,1.025814,0.7514458
9955910,1.0237198,0.7572899
9961051,0.9154396,0.6269665
9962212,0.920454,0.64810944
9963414,1.112566,0.84100723
9967065,1.0790825,0.7653103
9972239,1.027092,0.7775345
9985402,0.9051838,0.6150799
9986362,1.0958729,0.8143692
10001176,1.2897663,0.9164772
10005162,1.029314,0.74607277
10006224,1.2610321,0.89061546
10016771,1.0296116,0.78199196
10017856,1.2313595,0.9122219
10019143,1.5676422,1.0727711
10025604,1.0684948,0.77118874
10034218,0.9094925,0.6104317
10036265,1.0201054,0.74456024
10042584,1.3386192,0.95425224
10047594,1.2690201,0.914835
10049927,0.9726505,0.6783714
10051254,1.1546898,0.86522675
10052568,1.598032,1.0709934
10058550,0.95713425,0.6410122
10060830,1.0992813,0.80742645
10062856,0.91467094,0.6580086
10065618,1.3847599,0.94132996
10067593,0.9153118,0.6009636
10070092,1.009573,0.73820496
10077596,0.9180088,0.59584427
10080502,0.90301704,0.70781136
7678274,1.1888847,0.84482956
7685217,1.1252193,0.8663521
7691025,0.7869053,0.529583
7704503,1.397007,1.0081196
7705672,1.6468105,1.09161
7707096,1.6756878,1.1130638
8077032,1.1528149,0.84874725
8083282,1.3602562,0.9962883
8085138,1.0486965,0.7710018
8086783,1.6861477,1.1320591
8088441,0.9627018,0.70552635
8097697,1.1948624,0.92541313
8109571,1.2382259,0.8809204
8114253,0.99551773,0.7771301
8119056,1.3592281,1.0171471
8120452,1.0015736,0.6815529
8121522,1.5087147,1.0789471
8128032,1.1635666,0.83078384
8131927,1.027462,0.7376442
8133712,1.5823517,1.0634041
8136011,1.5854435,1.0862579
8139480,1.5397949,1.0651569
8141418,1.0682678,0.80096245
8145430,1.1365433,0.86022377
8147616,1.3358498,0.9689293
8148722,1.626215,1.0872173
8153608,1.5192337,1.0552711
8158154,1.5474949,1.033741
8160538,1.659462,1.1165142
8559378,0.9170189,0.6401901
8563943,0.7656956,0.4820423
8567854,1.5493755,1.0508633
8570184,1.2398529,0.92430305
8578291,0.9458504,0.6600361
8583419,0.8389549,0.5395012
8585110,1.4559174,0.9873276
8591424,1.160944,0.8022404
8593530,1.3381081,0.95482254
8595937,0.85616684,0.49989128
8601463,0.9452419,0.62991524
8602547,0.78863907,0.51620865
8605415,1.0267029,0.691782
8607286,1.220068,0.89629555
8611505,0.92386246,0.6754494
8613788,1.1508408,0.7050228
8615267,0.8527374,0.47241783
8616636,0.86733055,0.5540638
8617680,1.6357136,1.1066418
8619953,1.2428341,0.8733387
8621306,0.77005386,0.4383068
8629849,0.95521736,0.67100143
8632038,1.10569,0.8038864
8633759,1.5120926,1.0285091
8636850,1.0656948,0.7623615
8638279,0.8453083,0.57084274
8641615,1.0740871,0.80522156
8643938,0.8630123,0.5994854
8646378,0.91116333,0.6126232
8649269,1.0288029,0.78292847
8659422,1.040844,0.8052826
8660833,1.0974293,0.83049583
8667712,0.8826618,0.5670719
8669007,0.84412384,0.5567112
8670585,0.95869064,0.6623955
8674519,0.9875908,0.73096657
8677915,1.6005878,1.0415249
8684781,0.8700714,0.5861702
8689646,1.2916565,0.9271145
8691366,0.900671,0.55708313
8700633,0.881279,0.56320953
8705156,1.449606,0.94246674
8709457,0.87918854,0.6481209
8716720,0.9284477,0.6408901
8721700,1.2341251,0.88591385
8722918,0.9155083,0.65524864
8733179,1.2976589,0.9101925
8734902,0.9062786,0.623312
8736072,0.94262314,0.63124657
8739449,0.852932,0.53956413
8743718,1.3218937,0.94937515
8745475,1.4070225,0.9794674
8749734,0.9344635,0.62548065
8751045,0.7737179,0.4903736
8752042,1.3509178,0.9107952
8772512,0.8398113,0.54405785
8776660,0.88894653,0.57429695
8778323,1.4577446,1.0425644
8780420,0.91363907,0.60471725
8787255,1.2728844,0.9332657
8789334,1.5413418,1.0476227
8799478,1.4979248,1.0247116
8801710,0.9939709,0.734869
8803866,0.92793655,0.6541214
8806616,0.87314796,0.5783062
8813149,0.8680687,0.60663795
8816167,1.5546417,1.0517006
8817546,0.8671131,0.5602207
8819793,0.829834,0.58766174
8821465,0.86216545,0.58151627
8826313,0.95604706,0.67197037
8829295,0.8981285,0.55929375
8831031,0.8156929,0.5227432
8837359,0.8972988,0.6117382
8838971,0.9360466,0.69713974
8840876,0.9801254,0.6831188
8850936,1.4829636,1.0117016
8853144,0.86379623,0.553524
8854395,0.8670311,0.55389214
8855097,0.88251305,0.61740494
8858658,0.8266983,0.49891472
8860264,0.9054527,0.6932163
8862669,1.0852299,0.69018555
8871484,0.96793556,0.70323753
8873581,0.63103294,0.37862206
8883149,0.8934288,0.5602436
8889416,0.8617592,0.60333824
8892341,1.6299915,1.1126232
8898961,0.8219547,0.5071659
8900329,0.86637306,0.59207344
8915064,1.5115185,1.012125
8918814,0.81572914,0.51195335
8919859,0.8965473,0.6256428
8920435,0.83974457,0.58055115
9329032,0.90883064,0.61065674
9332958,0.9644699,0.6765251
9334220,0.8988972,0.6211529
9336486,0.9502773,0.68128204
9345641,0.9891281,0.74928474
9347299,0.89904785,0.62189674
9354175,0.90177155,0.6336155
9356872,1.0322227,0.76091194
9358478,1.3742409,0.9218502
9362531,0.9942188,0.7175331
9365339,0.8973427,0.64203453
9366626,0.81578636,0.5295296
9368071,1.0374889,0.7519531
9369573,0.9775467,0.7262478
9370938,0.99552536,0.72852516
9373319,1.287735,0.88293266
9380245,1.0036907,0.6743984
9382019,1.0369377,0.78064156
9386512,0.8764763,0.588665
9388126,1.0129528,0.7124901
9402698,1.096117,0.8011532
9406027,0.96559715,0.6754608
9409132,0.9649925,0.69812965
9413479,0.9675751,0.68749046
9418215,0.89331627,0.64416313
9419560,1.1238098,0.81879616
9420822,1.049263,0.77948
9425388,0.78730965,0.46017075
9437929,1.6771126,1.1335812
9440186,0.9536228,0.6464958
9441221,1.1087761,0.81983566
9446777,1.6625443,1.1249733
9449133,1.2543163,0.849741
9450455,1.5073166,1.0795078
9452955,1.3649006,1.0121441
9457298,1.6894302,1.1410084
9463308,1.4139862,1.0095444
9464627,1.5479507,1.0609417
9467752,1.232275,0.8863869
9469843,0.9395294,0.6289673
9474587,1.6525784,1.121891
9475625,1.3604736,1.0130005
9481539,1.5560226,1.0420704
9483781,1.1910782,0.8472557
9488374,1.5318718,1.0529251
9492779,1.6272335,1.0986156
9493313,1.3357506,0.95915794
9508203,1.5050182,1.0294247
9512114,0.95952797,0.7244282
9521793,1.5889072,1.082365
9530300,1.6167812,1.1094265
9537912,1.6415958,1.0958786
9542933,0.7349167,0.50585175
9546367,1.6375389,1.0930347
9549226,1.2745247,0.912941
9550846,0.77783585,0.48966217
9552227,1.2791481,0.89278793
9554090,1.6529884,1.1184635
9560556,1.6644821,1.1159592
9561734,1.6205006,1.1026878
9565394,1.6662235,1.1186199
9568004,1.6907158,1.1185341
9569032,1.2785015,0.8856602
9573817,1.6593723,1.1326084
9578505,1.6527672,1.128025
9599139,0.9800892,0.71159554
9604696,0.9353161,0.6759968
9606058,0.89809036,0.65124893
9607627,0.9443722,0.6530895
9609023,0.96866035,0.6793499
9612643,1.0634079,0.7853508
9615539,1.0071697,0.7190838
9622391,1.0417194,0.73690605
9623845,0.9086857,0.6298313
9625361,1.3414497,0.984005
9627417,0.82390404,0.5902233
9628492,0.80140305,0.5816994
9630012,0.865633,0.5589485
9631595,1.2408123,0.905138
9632386,0.89097977,0.55576706
9636080,0.9874916,0.6170807
9637444,0.8501797,0.52238274
9639907,1.0483818,0.75346565
9642759,1.241354,0.8649788
9652694,0.8988743,0.6283264
9658285,0.90514755,0.60025597
9661081,0.8571682,0.5386467
9668254,0.9884033,0.71341133
9669715,1.6112404,1.0976353
9670967,1.0491486,0.7789116
9677268,0.8679085,0.5983715
9679559,0.8458481,0.56279945
9681629,0.89395714,0.59389496
9684480,1.6105938,1.0983696
9685743,0.9370079,0.6584549
9686960,1.0031719,0.705225
9690756,1.1081467,0.80137825
9700341,1.0640812,0.77515984
9702111,0.9047394,0.6092205
9705531,0.96300507,0.67601204
9711437,1.5466824,1.0575314
9720429,1.6277065,1.0955772
10088971,0.7771816,0.5892868
10093385,0.9471245,0.6171951
10095414,0.9009857,0.62254333
10097722,0.9366455,0.65501976
10099700,0.8827038,0.6017494
10100572,0.90699005,0.609951
10102801,1.5442448,1.0702343
10106169,0.984108,0.6823578
10107362,0.9908409,0.7434902
10108400,1.2423325,0.888937
10109143,1.0384884,0.78279686
10110162,0.8604622,0.6123657
10112026,0.92416,0.62018204
10113003,1.1011238,0.7485542
10117049,0.7911873,0.49731064
10118201,0.89634514,0.6241398
10120156,0.95622826,0.7058544
10120919,0.90210915,0.5720978
10123231,0.85388184,0.5908928
10126314,0.8971901,0.6490669
10128773,0.9623604,0.71692085
10129999,0.89886284,0.6201019
10131045,1.0033436,0.71640205
10132133,0.92806244,0.65690804
10135223,0.9908905,0.726635
10137296,1.1126938,0.8453846
10138699,0.81180954,0.48007965
10139495,1.0712032,0.7838421
10141548,0.9170494,0.6010361
10144559,0.93442345,0.65841866
10149790,1.0613594,0.7593231
10150867,0.81412697,0.47006416
10151569,1.0771675,0.7876148
10158009,0.903368,0.6173763
10161161,1.0390606,0.7927418
10162090,0.9467735,0.6634064
10166065,0.85684204,0.64109993
10171254,0.94028854,0.6684551
10174638,1.0546303,0.7984085
10176512,0.92852783,0.65241814
10177605,0.907671,0.6319008
10178759,0.85251236,0.552372
10185463,0.9648495,0.6942959
10187399,0.9122219,0.60323143
10189421,0.7517204,0.5025635
10191301,0.83333206,0.5620556
10195407,1.0691223,0.80171394
10196456,1.2846928,0.91031075
10198004,1.5336475,1.0321121
10200519,1.1913319,0.9078655
10202983,0.9341278,0.6205044
10205382,1.1167641,0.84176254
10210423,1.2819424,0.9427719
10217123,0.9241371,0.6616268
10219262,0.9187374,0.6139755
10229106,1.543766,1.0570011
10230193,1.0586205,0.75157356
10231286,0.87721825,0.5506668
10232229,1.0115376,0.75792694
10234446,0.96613693,0.69958496
10238906,0.84449005,0.54829407
10251667,1.4945202,0.9741459
10256788,1.1368542,0.831831
10258829,0.9766121,0.7429962
10276058,0.84381866,0.56147194
10277848,1.100029,0.8041382
10279009,1.2432709,0.9253597
10288862,0.9801712,0.73711014
10290858,0.99373245,0.72201157
10304059,1.2773476,0.90032196
10304880,1.2153969,0.8128147
10311974,0.7731018,0.49884796
