#OK
#SQL=     
#	 SELECT          
#	     gal.GalaxyID as id,
#	     (mag.u_nodust - mag.g_nodust) as ug,
#	     (mag.g_nodust - mag.i_nodust) as gi
#	 FROM   
#	     RefL0100N1504_SubHalo as gal,  
#	     RefL0100N1504_Magnitudes as mag,  
#	     RefL0100N1504_Aperture as ape  
#	 WHERE    
#	     gal.SnapNum = 27 and        
#	     ape.Mass_Star > 1e10 and    
#	     ape.ApertureSize = 30 and   
#	
#	     gal.GalaxyID = mag.GalaxyID and  
#	     gal.GalaxyID = ape.GalaxyID
#MAXROWS UNLIMITED
#QUERYTIMEOUT 1800 sec
#QUERYTIME 2662 millisec
#COLUMN 1 name=id JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=ug JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=gi JDBC_TYPE=7 JDBC_TYPENAME=real
id,ug,gi
8324882,0.8565979,0.5347748
8334018,0.97946167,0.7251625
8343543,0.92256165,0.6457615
8345214,1.0799904,0.813818
8345841,1.0722103,0.7858429
8347311,0.8315296,0.52039146
8350686,0.9282417,0.69008064
8353605,1.223383,0.8383808
8358441,1.3864174,0.9308319
8361308,0.83229446,0.5633621
8362460,1.1875725,0.87560654
8369253,1.0328312,0.77825546
8372303,0.9841385,0.70319176
8373456,1.1036854,0.8295078
8375069,0.9508648,0.7045517
8377960,0.96624184,0.6825733
8381505,0.9166851,0.680233
8385340,0.9995079,0.6942673
8388373,0.7641792,0.4104061
8390997,0.96175957,0.668211
8391631,1.0280399,0.74261093
8395234,1.0141563,0.7554741
8398226,0.7890415,0.5155468
8402937,0.8021164,0.5408287
8404920,1.0325108,0.7377701
8406315,1.1312141,0.8220253
8414201,1.0015297,0.73514366
8420654,0.8587742,0.6046715
8423930,0.999197,0.6770706
8425845,0.9878864,0.6762123
8429144,0.91721916,0.7044296
8431198,0.9691391,0.6853752
8432721,0.85695076,0.58091164
8435854,1.0018635,0.7478237
8441418,1.5665779,1.0674839
8443041,0.8630276,0.59130096
8445564,1.0733986,0.7895069
8448036,0.8508854,0.57850456
8458138,1.0471897,0.7540817
8461950,0.93434525,0.6551552
8463169,1.603878,1.0885143
8464171,0.8746071,0.56430244
8472770,0.8666668,0.6321106
8479314,1.1297436,0.8548012
8482146,0.88903046,0.6006985
8489085,1.4344673,1.0281296
8494197,1.2333832,0.8528862
8497741,0.8380451,0.5520592
8505438,1.0243549,0.6719341
8508011,1.0124454,0.7346382
8510331,0.92918015,0.67035675
8515381,0.90010643,0.6183033
8518413,0.9193382,0.6697731
8520476,0.87359047,0.5765209
8523300,0.9581833,0.6962509
8524813,0.73132515,0.48765564
8525643,0.7434025,0.46250343
8534330,1.145544,0.8648224
8537899,0.9611416,0.6805992
8540531,1.1322002,0.85346985
8542194,0.97414017,0.7189579
8545514,0.85344505,0.62122154
8549263,0.9262943,0.62436676
8553319,0.87981033,0.5873356
8554101,0.8350067,0.52113914
8557836,0.84503174,0.5362072
8928044,0.9067211,0.67256355
8929122,0.96772957,0.7161217
8931580,1.044241,0.7305355
8935447,1.5763073,1.0736084
8939368,1.0245991,0.74874496
8946831,1.2121925,0.8752537
8948515,1.1134548,0.73978996
8951969,1.0096874,0.76263237
8963515,1.3107243,0.95217514
8965615,0.73638153,0.55363274
8970963,0.95321846,0.7419224
8972409,1.6152782,1.0755825
8974623,1.5687618,1.052288
8976542,0.83498764,0.53273773
8980187,1.5735893,1.0726318
8988007,1.4538612,1.0384655
8990039,0.9672699,0.73339653
8991644,1.1136875,0.8279152
8993208,1.6378765,1.0986786
9008304,1.0191727,0.7339802
9010268,0.97712135,0.731308
9011155,0.8232651,0.5311756
9017404,1.1491146,0.75652695
9020524,1.5855732,1.0575619
9022544,0.9890175,0.6540928
9024232,0.98592186,0.73908424
9026380,0.9146099,0.65875626
9029373,1.6581898,1.112997
9034192,0.95261,0.70189667
9039181,0.96896553,0.68561363
9044113,0.8853855,0.59768486
9046861,0.9360275,0.6973305
9049342,1.0238132,0.7706833
9051081,1.008709,0.7604542
9052812,1.1300125,0.7356167
9057798,1.013443,0.73013115
9060709,1.0460453,0.7600479
9062529,1.0589771,0.7619877
9063625,0.79475594,0.49975204
9067175,0.9842453,0.6943207
9068673,1.47966,0.97574234
9070702,0.96011543,0.68522835
9078222,1.3657436,0.92801094
9080087,1.6266956,1.0820198
9081992,0.9864731,0.72558594
9083853,0.9755173,0.71334267
9088199,1.1436005,0.84568405
9092694,1.0031013,0.6537857
9095346,0.9231987,0.6799011
9103216,0.97561836,0.7159729
9106483,1.6565609,1.1197224
9112391,0.8506279,0.55737114
9114531,1.5111103,0.9964771
9121173,1.273735,0.88173294
9123037,0.93679047,0.6020012
9126772,1.032795,0.7772865
9133843,0.99020004,0.76263046
9135991,1.1393127,0.8356724
9137545,0.93242073,0.60302734
9144377,0.97720146,0.69262505
9147203,0.90898705,0.65233994
9148965,0.90631485,0.6241245
9153722,0.7447891,0.43935966
9155184,0.952631,0.69008636
9158108,1.6547527,1.1221046
9161416,1.0725956,0.7964668
9164674,0.95067215,0.69639015
9166020,0.8953972,0.6128502
9168151,1.0643883,0.7888851
9172705,0.9450722,0.7003746
9173509,1.1317062,0.85310364
9187925,0.9547825,0.6916733
9189661,1.5308628,1.0550575
9194557,1.0158978,0.74585724
9195988,1.3935852,1.0155334
9199078,0.9294338,0.6447239
9208682,0.92401314,0.62891006
9212873,0.9729614,0.67606735
9214339,1.2681293,0.85432243
9219351,1.5658684,1.0369949
9220513,0.78019524,0.5619087
9224716,0.78103256,0.56215477
9225418,0.9177036,0.5589886
9231886,0.9192734,0.62568665
9244412,1.550003,1.066618
9250334,0.9564171,0.6751518
9253693,0.9462662,0.65533257
6066836,1.5372543,1.0185852
6068064,1.6329689,1.1088257
6074567,1.1967831,0.87083435
6077307,1.7646255,1.1694126
6588843,1.5230961,1.0416431
6592636,1.6376152,1.1094494
6600556,1.8120918,1.2097511
6611996,1.691967,1.1459541
6612867,1.2540798,0.91898346
6613433,1.641758,1.1139393
6615741,1.6423855,1.1110592
6620620,1.682106,1.13731
7613426,0.9974022,0.7405281
7629051,1.1848469,0.87316513
7645010,1.6208153,1.1022396
7653318,1.6668892,1.1239834
7672461,1.1819229,0.8534546
7680777,1.6888981,1.1280956
7694029,1.5549297,1.0665646
7703263,1.5628757,1.0696106
8058403,1.6350193,1.1074276
8061835,1.258524,0.91643333
8065154,1.6234798,1.1126747
8068621,1.6401901,1.1045036
8071906,1.6626167,1.1202202
8080039,1.4001961,0.9894562
8090113,1.414526,0.9647789
8092294,1.7023697,1.1473541
8095973,1.058178,0.8119774
8099174,1.2971058,0.9803066
8101596,1.6767368,1.1353283
8107563,1.2824059,0.87183
8111398,1.2053967,0.85575676
8112693,1.6882267,1.1347542
8115174,1.6006584,1.0853424
8116062,1.12714,0.8389759
8117170,1.6751404,1.140461
8122788,1.6101437,1.0938053
8125802,1.6026459,1.0882587
8126917,0.99152565,0.7427273
8128761,1.6394577,1.1063461
8132671,0.8465576,0.5604191
8135171,1.2187843,0.913723
8143479,1.3047295,0.95219994
8146111,1.4634838,1.0309486
8150447,1.046629,0.760479
8151799,1.182167,0.8781471
8152593,1.6035652,1.092886
8155846,1.4662151,1.0164013
8562466,0.8456726,0.504961
8568950,1.0511265,0.79813766
8572764,1.4615211,0.99298096
8575426,0.86701584,0.5851917
8579556,1.0088711,0.7199974
8580367,0.9683914,0.660408
8581845,1.6685276,1.1217651
8586727,1.3923512,0.9885845
8597429,0.93702316,0.6650696
8600256,1.1301956,0.83288383
8603771,1.3320713,0.97922516
8606403,0.926033,0.6602173
8610665,0.95794487,0.7113991
8612765,0.9046078,0.5952091
8619214,1.1892204,0.89012146
8623368,1.0640793,0.78669167
8624088,1.4386215,1.0195637
8625364,0.87350845,0.6426735
8626550,1.0754395,0.755188
8628414,0.8634014,0.5736046
8639034,1.5365791,1.0333786
8640506,1.1038628,0.819046
8648068,0.93357086,0.64861107
8650032,1.0220337,0.7537899
8650719,0.99160194,0.74394035
8652246,1.3674259,1.0099201
8653535,0.8176403,0.56015396
8657695,1.0991993,0.8330574
8662582,0.9938469,0.69071007
8664337,0.9598713,0.67471695
8671264,1.1077366,0.82443047
8675492,0.9695835,0.7074127
8681167,0.8551388,0.6242981
8686633,1.3065357,0.9029865
8694640,0.90499115,0.59729004
8696150,0.8844013,0.57193947
8699266,0.89425087,0.57035446
8703531,0.7794571,0.48526192
8707374,1.3058548,0.8922901
8711319,0.7452698,0.45770073
8712654,1.6306076,1.1088371
8715079,0.93787384,0.70352364
23302,1.7484856,1.1729908
27474,1.6457672,1.1192055
28851,1.7177773,1.1596127
33641,1.6224365,1.1093388
34157,1.6988258,1.1495571
47025,1.67626,1.1341095
56544,1.6564178,1.1259289
61600,1.6208782,1.0999374
65696,1.7435894,1.1707287
70222,1.7148514,1.1458435
124304,1.7168045,1.1567097
127772,1.6254463,1.105093
131933,1.6644077,1.1339493
135178,1.6649837,1.1271648
136322,1.304182,0.9608269
138061,1.6705742,1.1272011
140114,1.7140961,1.1552353
141442,1.6173782,1.1010609
153309,1.2512093,0.9057293
159350,1.6637459,1.1221066
165250,1.6888542,1.1354446
172898,0.92481613,0.5705147
178838,1.692873,1.1283188
180676,1.6405506,1.0846043
197364,1.554348,1.0719357
210844,1.1837482,0.85588455
213585,1.6473064,1.1057148
222927,1.1078396,0.79358864
223470,1.548666,1.0584831
234331,1.2324638,0.90153694
1355480,0.9003582,0.7120724
1363926,1.3317528,0.9509163
1375834,1.0630684,0.7757931
1383229,0.9964161,0.67004585
1385469,1.6516342,1.1344872
1403093,1.221611,0.8919563
1419939,1.1512394,0.846756
1699531,1.4191341,1.0054188
1704972,0.82907104,0.60357666
1734712,1.1684875,0.81821823
1738146,1.6026115,1.0537663
1745906,1.2083969,0.88305855
1749435,1.1116734,0.8951893
1784464,1.3955307,0.9549961
1784921,1.1393223,0.7982559
2436608,1.4806728,0.9962406
2442015,0.8728008,0.5781193
2456279,0.86403656,0.5380516
2458050,1.0156956,0.7928257
2460841,0.9146309,0.6643524
2490438,1.0051212,0.6698246
2491995,0.9591408,0.7025833
2559053,1.397377,1.0043163
2564494,1.0515575,0.8052025
2603883,0.7821045,0.5823822
2618225,1.2109795,0.877409
2838436,0.87407494,0.5940647
2875468,0.83106995,0.55984116
2879922,1.2237434,0.90942
2885114,0.9075928,0.65569687
2939345,0.9479046,0.68593025
2948351,0.806736,0.54053116
3868860,2.012785,1.2975407
4458733,1.6315365,1.096777
4461432,1.6969833,1.1206741
4469364,1.6619549,1.1101532
4476933,1.6393948,1.092411
4479791,1.2293835,0.8809757
4519509,1.6832085,1.1335659
4520853,1.6392651,1.1040363
4525157,1.6332169,1.1075268
4526427,1.6531181,1.1189957
4529052,1.6200237,1.0903397
5321154,1.6028042,1.0779781
5321933,0.8657303,0.6069813
5324031,1.6674137,1.1269684
5325100,1.5828304,1.0606537
5337541,1.6805496,1.1289368
5340165,1.6684761,1.1245213
5341887,1.8195171,1.2056904
5344772,1.6351509,1.1011276
5350519,1.5756397,1.0622387
5351637,1.648674,1.1204033
5352574,1.6179943,1.1071053
5367150,1.7207851,1.1522903
5368410,1.6086483,1.0893841
5370324,1.6576691,1.1206207
5372002,1.6268253,1.1094589
5373264,1.5796776,1.0422592
5374885,1.5718727,1.0804749
6053319,1.5619793,1.060009
6058210,1.6194782,1.0915432
246800,1.1139774,0.83654785
576778,1.3145332,0.98187447
578842,1.3389969,0.9645653
584356,1.3514671,0.9587307
611456,0.97540665,0.7420082
629180,1.0095062,0.76807404
653641,0.9953842,0.7160549
962987,1.5979881,1.078373
965536,1.5046177,1.0274124
970456,1.4253273,1.005827
981981,1.0872688,0.7836914
993698,0.75730133,0.5000801
1017877,1.6243687,1.0809193
1022650,1.3127422,0.9167557
1032412,1.3372326,0.9550667
1039437,1.1256104,0.8258972
2044166,1.036663,0.7241287
2062484,0.9930725,0.76270485
2065457,1.7188263,1.1912613
2112127,1.16992,0.84311485
2116222,0.8476505,0.53484726
2292113,0.86779594,0.5767975
2293314,0.86829376,0.5714016
2327517,0.95155525,0.72345924
2331971,0.77519417,0.50235176
2335941,1.1035557,0.8554592
2340104,0.8907547,0.6061497
2355102,0.7942486,0.5287094
2393675,1.1203957,0.8099785
2631558,1.68046,1.1398373
2632003,1.6165695,1.0988712
2635686,1.616888,1.0928574
2637010,1.2996559,0.93535805
2641811,1.6671886,1.122366
2648882,1.7514439,1.1745834
2658206,1.6814251,1.1389217
2659780,1.7058411,1.1487465
2721237,1.7437992,1.1680069
2754914,0.81331635,0.54678726
2780929,0.7561741,0.49648857
2804983,0.8308182,0.5660744
2823428,0.88654137,0.617342
3397223,1.277071,0.92871475
3433382,1.7248325,1.1611557
3434292,1.6424217,1.1119308
3436884,1.7278557,1.1552219
3456596,1.7023716,1.1291351
3463998,1.5552998,1.042633
3469438,1.6255093,1.1006851
3473902,1.6667099,1.1206226
3518865,1.6827278,1.1382561
3523446,1.6869335,1.1399937
3524790,1.6402969,1.1028938
3525686,1.6861458,1.1379604
3528200,1.6024132,1.0863819
3528962,1.6480236,1.1204033
3530371,1.6450729,1.1125717
3533021,1.6985989,1.1624146
3535998,1.6032238,1.0935268
3537758,1.6889725,1.13974
3538779,1.5944595,1.0724144
3539991,1.678051,1.1307144
3543223,1.630394,1.1074238
3544703,1.66535,1.1289234
4531543,1.6114559,1.0864143
4561774,1.1333065,0.8662224
4563638,1.3835487,0.9574928
4565801,1.387394,1.0458527
4566939,1.6357117,1.100235
4572638,1.3491993,0.99871635
5296020,1.7150345,1.1428394
5299570,1.7107964,1.147541
5309323,1.6655369,1.1246433
5958292,1.2467384,0.9259262
5959322,1.6652794,1.1173534
5961317,1.6591091,1.1073685
5962246,1.6564789,1.1088638
5965713,1.6892014,1.1309471
5974062,1.6919575,1.1419315
5990641,1.1260414,0.80752563
5994742,1.143158,0.8164387
6022578,1.3012104,0.9291706
6026428,1.6129093,1.0846081
6040034,1.6122379,1.0932751
6041564,1.641468,1.1117783
6043241,1.6867943,1.1352158
6639777,1.5647926,1.0724392
6642819,0.9524307,0.708271
6656923,1.4806194,1.0319252
6659447,1.0470142,0.83893585
6688619,1.7398376,1.1588535
7142699,1.6534996,1.10359
7144268,1.262392,0.95612526
7154022,1.689745,1.1078682
7167140,1.1581688,0.86763763
7168277,1.3046532,0.972847
7173884,1.2544708,0.9535141
7182472,1.2688694,0.9830761
7196586,1.511301,1.0306797
7198868,1.6554184,1.1123753
7199854,1.6701756,1.1222687
8166018,1.656065,1.1161213
8193526,1.6342831,1.097086
8216841,1.6347389,1.097929
8225949,1.2072449,0.9076023
8231473,1.3345528,0.99681854
8234983,1.385046,1.0283432
8238669,1.5235233,0.97556305
8240700,0.8166084,0.55504227
8242262,1.7480087,1.1604271
8244582,1.6451988,1.1270771
8253668,0.92787933,0.6445484
8259239,1.7512894,1.1857147
8266167,1.6013222,1.0543671
8268441,1.2970715,0.9640312
8274107,1.5821095,1.0393562
8290283,0.9033165,0.6565304
8308232,1.2113438,0.8930187
8310691,1.6435261,1.12117
8316347,1.0075722,0.77215385
8317334,0.93728447,0.6374092
8318303,1.1445923,0.8132
8328198,0.9325924,0.61167717
8331245,1.2353516,0.9186115
8335908,1.652401,1.1207161
8339150,0.8639126,0.56159973
8340631,1.0046558,0.7809677
8343103,1.4804821,1.0316677
8349164,0.7332306,0.48615265
8350032,0.97280884,0.68083954
8355288,1.0321674,0.7567158
8364907,1.5845337,1.0483437
8375961,1.5923195,1.0630875
8378611,1.619051,1.0987015
8384309,0.8466892,0.6114483
8386414,0.9642563,0.6969929
8393666,1.5530472,1.0699139
8396743,0.9844017,0.7044716
8399449,1.2191639,0.800663
8402091,0.88209534,0.6126785
8407169,1.0264587,0.74279785
8409334,1.5038471,0.97896767
8411083,0.84869576,0.61099815
8417091,1.1621685,0.82400703
8418795,1.6148758,1.0941925
8438074,1.2382355,0.8818588
8439349,1.3278294,0.9697647
8446771,0.83701706,0.52449036
8452652,1.4915581,1.0340328
8456338,1.0368977,0.7602844
8460064,0.7740135,0.53409004
8465781,0.95082664,0.70630836
8468355,0.8521347,0.56142044
8471322,0.9141083,0.6179199
8471989,1.0438404,0.74765587
8473905,0.9259777,0.6763687
8475283,0.8455372,0.5341301
8476287,1.0596504,0.78354454
8477086,1.0699024,0.80890465
8480956,0.8388653,0.5708122
8483646,0.9780445,0.69799995
8485275,0.8974781,0.6058197
8487359,0.9736366,0.69449615
8493458,1.2527943,0.93117905
8496656,0.9790268,0.6981411
8498873,1.3026237,0.87703323
8500519,0.8588238,0.5392399
8503366,0.97930527,0.70046806
8506884,1.2864475,0.9276085
8511298,0.85372925,0.55244064
8516462,0.81785774,0.5433254
8517166,0.84426117,0.51447105
8521783,0.8836174,0.61003304
8528293,1.5658875,0.9893627
8530809,0.8982811,0.6246033
8536493,0.87291145,0.6020851
8546955,1.0589924,0.77168083
8550656,0.9193115,0.61236
8552201,0.93052864,0.6550274
8555754,1.1193867,0.852684
8557264,1.173914,0.83919525
8922758,0.91010857,0.65068436
8924822,1.0563431,0.75011635
8930053,1.4213772,0.98814964
8933478,0.84373283,0.5339203
8937440,0.91231537,0.6319027
8941629,1.3222027,0.950346
8943298,0.9071636,0.6235485
8945137,0.9256592,0.64186096
8950687,0.86925316,0.6095123
8953149,1.2153568,0.89847183
8956637,0.9855747,0.7232628
8958333,1.2898979,0.9397316
8960070,1.1097794,0.8488922
8961773,1.0130711,0.73256874
8967474,1.0704803,0.7779236
8968984,1.4390545,1.0236435
8978301,0.99889183,0.71131325
8982466,0.904932,0.61447906
8984019,1.0911808,0.8048954
8986033,0.88747215,0.55935097
8995406,1.5379028,1.0418854
8997131,1.1916695,0.86709976
9000212,0.92290115,0.641325
9001485,0.9780083,0.7210903
9002084,0.8696804,0.6114025
9003480,0.9118862,0.6303158
9005186,1.0564137,0.7994747
9006563,0.9855957,0.6694279
9012765,0.9611664,0.6604595
9014149,1.1495724,0.8713951
9015914,1.0244389,0.73700523
9019265,1.0983734,0.78302574
9027313,0.8867245,0.6484318
9031124,0.9842491,0.7567291
9032934,0.87010574,0.60401917
9035934,1.0776615,0.7860298
9037350,1.2035618,0.89884186
9040800,1.0669575,0.76537704
9042745,0.9599743,0.6988373
9045697,0.9408665,0.6963291
9048285,1.0450935,0.7921791
9054328,0.9770889,0.7078991
9055874,1.38624,0.9584446
9059235,1.1190548,0.84710693
9065059,1.6050472,1.0790176
9071732,0.95952415,0.7083225
9073345,0.9957504,0.7112541
9074810,1.4074402,1.0003262
9085596,1.2574997,0.8968315
9086643,1.0866871,0.7780266
9089858,0.9918251,0.75279045
9091411,1.0934277,0.7983475
9094127,0.9684315,0.69013405
9098658,1.1088066,0.83411026
9100587,0.7933216,0.4804802
9101582,1.2138557,0.88131714
9105124,0.903677,0.6243229
9108583,1.133606,0.81632996
9110373,1.2834702,0.8809681
9113324,0.9992409,0.70882225
9116297,1.3629475,0.9651871
9119232,0.9721165,0.691988
9125262,1.5360222,1.0620174
9129643,0.99196243,0.7450485
9131265,1.0508442,0.8154583
9132633,0.9027195,0.5991173
9139293,1.0004158,0.6918316
9140633,1.0576229,0.7761402
9142108,0.97766113,0.67440987
9146096,1.062643,0.74897766
9150431,1.4787636,1.0069733
9152138,1.1476879,0.74622154
9156677,1.0740376,0.8041134
9162874,1.1940289,0.80796623
9169642,0.95575714,0.70393753
9170940,1.6738377,1.1378155
