#OK
#SQL= SELECT              
#	         gal.GalaxyID          as id,    
#	         gal.HalfMassRad_Star  as half_mass_r,    
#	         gal.MassType_Star     as mass,    
#	         gal.StarFormationRate as sfr,  
#	         gal.SubGroupNumber    as subgroup_number  
#	     FROM       
#	         RefL0100N1504_SubHalo as gal      
#	     WHERE        
#	         gal.Snapnum = 27
#	     AND
#	         gal.StarFormationRate > 0
#MAXROWS UNLIMITED
#QUERYTIMEOUT 1800 sec
#QUERYTIME 23 millisec
#COLUMN 1 name=id JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=half_mass_r JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=mass JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=sfr JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=subgroup_number JDBC_TYPE=4 JDBC_TYPENAME=int
id,half_mass_r,mass,sfr,subgroup_number
682464,2.8946152,8.7731304E7,0.008295296,0
682955,3.6626918,8.3692832E7,0.006377439,0
683262,3.9799843,4.4812384E7,0.0022403882,0
683315,2.064605,3.0115672E7,0.006789572,0
683381,4.9853477,3.5497632E7,0.0055527217,0
683431,3.70751,6.8025656E7,0.0053131115,0
684119,2.9396982,4.338838E7,7.2409824E-4,0
684334,2.3318362,4.1620188E7,0.002317698,0
684432,1.5494093,2.9848216E7,0.006680134,0
684922,3.0366702,7389107.5,0.0053457767,0
685166,4.12314,3.3364908E7,0.006188803,0
685400,2.8618734,5.2315832E7,6.800853E-4,0
685560,1.8752648,4.9720792E7,0.00866615,0
685732,3.004915,7.0280184E7,0.0022062957,0
686739,1.8625108,8.3380568E7,0.06001398,0
686811,3.1246226,2.381054E7,0.006519585,0
687209,2.1213882,2.18467984E8,0.032005567,0
687435,2.4888003,3.8079664E7,0.008901574,0
687843,4.006112,3.7433684E7,0.0014598665,0
688019,3.496938,3.0370326E7,0.0065116454,0
688479,4.277456,2.2325304E7,0.0057164305,0
688980,4.2658935,3.8650092E7,0.0025756243,0
689127,2.7464864,1.9075706E7,0.010611448,0
689286,3.8940544,5.0420756E7,0.0015661842,0
689503,3.0925026,3.5410888E7,0.003552456,0
689804,2.4453914,7.7958248E7,0.003238677,0
690132,4.5503206,3.4737488E7,0.0068322476,0
690522,3.4827504,3.0426834E7,0.0015883436,0
690610,2.9370458,5.4828472E7,0.0054538874,0
690990,1.9058157,3.360476E7,0.005368847,0
691357,3.542484,2.8028236E7,0.0029834746,0
692164,3.3420112,1.6682749E7,0.006803777,0
692244,3.6760087,3.275163E7,0.006047614,0
692662,3.856775,4.5711892E7,0.006442735,0
692884,2.905684,3.9918948E7,0.0015431517,0
692988,4.553429,4.1086656E7,0.005291643,0
693193,2.9330962,9.2385744E7,0.0072072824,0
693284,3.799046,5.438934E7,0.0048657325,0
693534,3.400091,5.328934E7,0.00892899,0
693605,5.1649394,2.554377E7,0.0055936337,0
693657,3.2404156,1.2206043E7,0.006929315,0
693869,2.381088,4.5787952E7,0.013176004,0
694981,14.1743355,5189671.0,0.001331694,0
695152,3.266144,3.8939876E7,0.005606845,0
695272,3.1205533,1.25129736E8,0.055079,0
695883,2.3110251,2.5046046E7,0.0032313955,0
696004,1.7739296,2.2328852E7,0.009145912,0
696681,2.9509788,9.2904872E7,0.0047015892,0
696899,2.1746764,1.749802E7,0.006486727,0
697100,1.7887866,3.2680362E7,0.019566687,0
697314,4.7633753,3.458762E7,0.0015706453,0
697491,3.8248386,3.8789448E7,0.009789593,0
698238,1.4830607,2.0690144E7,0.0037009784,0
698446,2.708833,1.3994436E7,0.005646159,0
698611,3.8734703,2.8786248E7,0.0021201768,0
699144,3.6970534,1.8630874E7,0.0024049827,0
699824,2.3503156,4.6119244E7,0.0052912254,0
700903,4.336993,8902018.0,0.0047046905,0
701300,2.9566848,5.0563652E7,0.0045272848,0
701425,2.8291395,8.253672E7,0.0056684413,0
701715,2.4258122,4.6432536E7,0.01094031,0
702395,2.4628222,5.6667992E7,0.006427929,0
703047,3.6891897,1.0121444E8,8.0594094E-4,0
703140,2.2786577,3.7600204E7,0.012098877,0
703414,3.9871144,1.97096E7,0.0066654948,0
703521,7.6487217,1.7559286E7,0.003197372,0
703960,3.4301288,4.214992E7,0.006579079,0
704365,4.089834,2.186286E7,0.0037827487,0
704492,3.065506,1.81448352E8,0.023551544,0
704676,2.314382,1.8270736E7,0.001549546,0
704912,3.0480301,3.7507724E7,0.0031627151,0
705038,2.8626075,3145466.5,0.012887303,0
705997,2.972104,4.333592E7,7.603833E-4,0
706157,2.7276924,5.471146E7,0.0028916332,0
706247,4.321597,1.9376596E7,7.1339024E-4,0
706325,2.500779,6.2540352E7,0.010223076,0
706516,2.995796,4.5375576E7,0.008265777,0
706695,4.8723435,4.389858E7,0.011514533,0
706801,2.93923,5.9096404E7,0.0038129564,0
707230,1.9876128,2.00008E7,0.0029172483,0
707432,3.9481544,3.3661592E7,0.0066651274,0
707849,5.8456025,1.0348877E7,0.0026594724,0
708471,2.0393403,3.4380676E7,0.0051240907,0
708613,3.7772694,9.7805032E7,0.017784748,0
709403,2.3985379,6.0099512E7,0.0146559235,0
709579,1.5869876,1.5458692E7,0.0037729596,0
710084,3.3294127,2.6009152E8,0.0062442864,0
710847,2.710038,1.486343E7,0.0052326284,0
710949,1.4931306,9757177.0,0.010222586,0
711088,2.8823972,4.092226E7,0.016356505,0
711229,4.358059,3.9981116E7,0.0031821604,0
711304,2.8153565,3.1371248E7,7.2292145E-4,0
711615,2.3697922,9.1547936E7,0.0131416395,0
711718,3.2534385,2.5358744E7,0.009390008,0
711969,2.0766432,1.29598984E8,0.026588434,0
712239,8.14747,1.9631784E7,0.0014947696,0
712824,4.9975896,8259059.0,8.638649E-4,0
712879,3.1071973,8.312756E7,0.004422693,0
712932,5.1468415,1.267714E7,0.004109335,0
713329,3.4440525,4.0131444E7,8.1033807E-4,0
713399,4.7058215,2.1332312E7,0.0025470215,0
713496,2.9720526,3.0799934E7,0.005179304,0
713541,1.5846466,4.780322E7,0.012209338,0
713620,4.5952516,9.7947864E7,0.004244457,0
713906,4.1336193,1.5444708E7,0.0025087288,0
714265,2.8168128,3.4583372E7,0.0061442945,0
714731,3.5147235,7.1852272E7,7.1632373E-4,0
715193,3.1814024,2.9817232E7,0.0068371473,0
715360,4.55183,3.715532E7,7.5925473E-4,0
716565,1.8466212,3.2149002E7,0.0054575526,0
716999,1.9259355,3.5263816E7,0.0180567,0
717487,2.9010425,1.0556232E7,0.012549925,0
717814,2.1910563,3.142718E7,0.0034242785,0
718180,3.2212877,4.2514828E7,0.002322427,0
718432,2.607673,5.8676124E7,0.0043639364,0
718576,3.9390717,3.287211E7,0.0056990334,0
719004,2.5942266,5.3844748E7,0.013227493,0
719233,1.2885317,2.2722608E7,0.010508007,0
719515,4.9005237,4.7135148E7,0.0015185414,0
720040,1.803015,2.1998038E7,7.4928947E-4,0
720101,3.8888605,2.0357892E7,0.009814481,0
720248,3.5452063,4.1882712E7,7.4622896E-4,0
720557,2.951036,1.07730024E8,0.011994746,0
720591,3.0287907,4.05582E7,0.0014838628,0
720676,2.1873581,3.9359792E7,0.01497409,0
720965,3.911204,8364502.5,7.7855063E-4,0
721368,2.0166986,8.4401704E7,0.008458905,0
721511,2.868676,1.1902216E8,0.003858959,0
721705,2.6282616,3.9618764E7,0.002204019,0
721770,3.171337,2.3617264E7,0.0020540836,0
721933,1.2933228,2.3179178E7,0.012980813,0
722182,2.562975,2.4590376E8,0.04505586,0
722519,2.3876245,4.411262E7,0.0022569355,0
722801,3.7617126,9742437.0,7.535407E-4,0
723118,3.7381413,3.3432814E7,0.0021038547,0
723212,4.0337644,3.757266E7,0.0037800479,0
723548,3.8556604,2.3692012E7,6.808199E-4,0
723621,2.236252,1.5776805E7,0.0045342185,0
723753,2.4808989,9.6289808E7,0.0027742663,0
723912,2.3782601,4.135498E7,0.012504379,0
724422,1.0158333,2.165664E7,0.0077472716,0
724736,3.06192,9.0119512E7,0.008031026,0
725037,0.9017412,1.4944008E7,0.006667521,0
725112,3.3855312,1.4362015E7,0.0014135937,0
725246,2.7533643,6648722.5,0.0058179973,0
725458,3.151194,6.9248072E7,0.008423876,0
725522,2.6752758,4.4619176E7,0.0022933553,0
725582,3.4306936,1.4362462E7,0.006049568,0
725813,2.1453109,9.7886912E7,0.0038076974,0
725896,3.6458926,1.10955536E8,0.007007042,0
726628,1.8128297,7.4614184E7,0.015047649,0
727089,2.722403,5.6379712E7,0.0014205857,0
727149,2.5205386,9.4539616E7,0.018862095,0
727331,6.524279,1.4345978E7,0.0075909635,0
727414,2.1587265,2.509207E7,0.003587523,0
727545,1.7477468,2.036456E7,0.014516402,0
727642,3.2755923,4.0402572E7,0.003745006,0
727814,2.2631366,5.9774644E7,0.014470746,0
727860,3.4672587,1.6368544E7,0.0037202914,0
728644,3.532567,3.5865728E7,6.7847385E-4,0
729235,3.7680306,3.669206E7,0.009010335,0
729331,2.0537686,5.3090948E7,0.020516543,0
729463,2.2590454,1.3087359E7,8.411561E-4,0
729639,5.1450973,1.4840938E7,0.001590818,0
729952,2.7070749,1.4772415E7,0.0021884674,0
730059,5.134941,1.2608325E7,0.014973449,0
730411,3.4567068,3.4183856E7,0.0021740233,0
730595,3.0480886,1.54746544E8,0.006122007,0
730663,1.9445398,1.03856808E8,0.020670213,0
731289,1.4573092,9046078.0,0.006095794,0
731693,3.1012735,5.4127448E7,0.0060736067,0
731907,3.8108995,2.6092876E7,0.0073882025,0
732432,2.250936,3.7650792E7,0.006894581,0
732519,3.423604,4.0931452E7,0.008703479,0
732782,3.8538637,3.6742904E7,0.010620135,0
733809,4.208641,1.7887942E7,0.004558959,0
734090,2.6973665,9.3915688E7,0.010769996,0
734275,2.9005158,6.3412304E7,0.008581503,0
734371,2.3821223,9.6406064E7,0.0033967544,0
734733,3.0705795,1.70782784E8,0.010948965,0
735379,2.4423947,5.744658E7,0.0014735393,0
735444,4.4285827,2.9917352E7,0.0015868086,0
735717,3.7721856,4.131046E7,0.001547464,0
735777,2.4769375,1.51255888E8,0.007533718,0
735942,4.8924146,3.7208524E7,0.00606787,0
736302,2.4478638,4.3705188E7,0.014352173,0
737366,2.8264108,3.4343744E7,0.013654676,0
737546,2.9905236,1.6854432E7,0.001634205,0
737970,4.4440145,4.9282752E7,7.708727E-4,0
738061,4.4679627,1.6440547E7,7.5368036E-4,0
738173,2.309351,2.480149E7,0.009574339,0
738757,3.4674528,7.3260848E7,0.0033199312,1
738826,2.9313633,9.413112E7,0.016558353,0
738948,4.385943,2.6964184E7,0.0038792535,0
739174,1.654829,2.6904478E7,0.003187575,0
739807,1.828419,3.4111364E7,0.016426627,0
739874,2.7206688,1.04552544E8,0.0065681115,0
739993,1.8829454,5.7278676E7,0.0029707588,0
740649,1.6390415,2.3252126E7,0.006075774,0
741130,2.5928133,4.8619616E7,0.012184507,0
741517,3.5766182,3.131747E7,0.006995404,0
741657,6.2193284,1.6230572E7,7.149502E-4,0
741725,5.0666337,1.6190099E7,0.00851467,0
743460,2.671149,5.5927468E7,0.009857792,0
743705,3.526336,3.9977772E7,0.0047623124,0
743770,5.784598,2.1092616E7,0.006870033,0
744247,3.4233422,6.2861316E7,0.004713443,0
744447,2.4505706,1.3541355E7,0.011358563,0
744877,1.1847161,9217078.0,0.0055765305,0
745414,3.2966247,3.4954144E7,0.0030630664,0
745585,3.4015293,2.6189108E7,0.007832913,0
745819,2.056027,1.2360116E7,0.010626956,0
745933,5.043409,2.1674412E7,0.0055326875,0
746034,1.6858559,4.070372E7,0.01817217,0
746903,1.2916238,2.0688212E7,0.019148948,0
747518,2.7365932,2.8148082E7,0.0035970407,0
747948,2.8990273,5.4716932E7,0.01867427,0
748026,4.4897165,1.2671809E7,9.3133777E-4,0
748293,2.6073143,1.3916375E7,0.010374464,0
748743,1.2884657,1.8084252E7,0.02259965,0
748980,3.4684088,4.4529004E7,0.0023869004,0
749082,3.0569808,3.6484224E7,0.002067728,0
749226,2.3324482,7.8081456E7,0.012304955,0
749393,4.751342,1.4307005E7,0.0013919494,0
750351,2.3980026,2.68065E7,0.0039838133,0
750414,2.7442865,2.4311942E7,0.011892311,0
750722,3.813504,4.8992192E7,0.0015571347,0
750810,2.2285287,3.1116978E7,0.0067922007,0
751106,3.0889926,4.8316624E7,0.0055701113,0
751471,2.5854635,7.3731344E7,0.010881499,0
751878,2.5767417,1.12111472E8,0.028309112,0
751941,3.7683058,4.3281704E7,0.0072809174,0
751992,2.7192957,1.07554992E8,0.0030091044,0
752181,7.6797013,1.2468494E7,0.010458911,0
752423,3.6869676,4.5695892E7,7.8200403E-4,0
752748,2.7553556,3.7192496E7,0.015885906,0
752857,2.9078672,3.7005264E7,0.0061076744,0
753151,4.7408605,2.007905E7,0.0067746127,0
753318,2.7918818,6.1195468E7,0.006377169,4
753390,2.8600492,3.1605046E7,0.0047026034,0
753462,2.8625047,4.3059808E7,0.008101809,0
753513,3.3838043,4.3352744E7,0.0022505554,0
753610,2.4776573,4.27785E7,7.2585675E-4,0
753666,3.9712074,3.7386388E7,0.0051215207,0
753761,1.8118651,2.4479596E7,0.0046988837,0
753837,2.9323552,6.7374128E7,0.013776508,0
754400,3.587958,2.4061496E7,7.567206E-4,0
754708,4.3214417,1.800982E7,7.4689614E-4,0
755074,4.05237,3.0852722E7,7.0049765E-4,0
755757,2.8781116,1.03729952E8,0.008291609,0
756130,3.6510782,3.854194E7,7.4953295E-4,0
756268,2.9677565,1.3782896E8,0.0035476363,0
756330,5.2912197,9390978.0,0.010276493,0
756428,2.1773736,2.8449166E7,0.007279151,0
756525,2.649083,2.9925256E7,0.005043936,0
756601,3.66423,1.9205912E7,0.0048847664,0
756786,4.403533,1.4062498E7,0.00522821,0
756890,3.050387,8002705.5,0.009760077,0
756987,2.5889504,4.56796E7,0.0039010842,0
757150,2.7427015,1.6707839E7,0.0065551773,0
757352,1.2228559,6528917.0,0.005301219,0
757683,5.5506983,7324729.0,0.0025144105,0
1959029,3.407127,1.6171924E7,0.0015006128,0
1959468,1.9413682,2.6159156E7,0.0039732833,0
1959944,2.2336893,3.3953984E7,0.01003308,0
1960189,5.0730863,2.8299452E7,0.00434851,0
1960523,2.2912118,2.1602434E7,6.918197E-4,0
1960676,2.2705138,1.3641688E7,0.003862301,0
1960922,3.221071,1.8213754E7,7.4742414E-4,0
1961312,0.90810776,2144047.5,0.0053146873,0
1961992,7.2031703,6346699.0,0.0072153294,0
1962729,2.495882,1.2370632E7,0.0046046497,0
1962845,3.1271863,2.1547784E7,0.0028500576,0
1963315,2.807887,2.4841544E7,0.0064396826,0
1963677,2.3563762,1.2522916E7,0.0052042487,0
1964301,2.0892541,9896314.0,0.0072265835,0
1965290,2.8951051,4136837.5,8.5649674E-4,0
1965646,0.9475182,3.0774526E7,0.0049790116,0
1965823,3.196234,3.076228E7,0.0014842956,0
1966137,3.5417335,5463965.5,0.008651146,0
1966241,2.3640964,2.2292026E7,0.010176882,0
1966687,3.7849727,3.7265828E7,0.0029048158,0
1966903,2.9497595,2.1993064E7,8.287942E-4,0
1967237,2.6103787,3.1588444E7,0.00526373,0
1967610,7.3387322,2.1968332E7,0.006246636,0
1969789,3.0468466,1.0528117E7,0.0036295778,0
1970423,1.7361338,2.1656154E7,0.006299735,0
1970512,3.8542066,1.1614335E7,0.0015285175,0
1971243,5.0965886,2.0806062E7,0.004816831,0
1971748,3.838879,1.6429714E7,7.4328366E-4,0
1971886,3.4115872,6.2423144E7,7.65322E-4,0
1971943,2.0142214,2.0329508E7,0.007870734,0
1972266,3.4158351,4.2300468E7,0.0014138735,0
1972323,2.8719244,3.869624E7,0.007821555,0
1972378,2.6010067,1.1476845E7,0.0017287692,0
1972475,3.0531495,4.4676784E7,0.0072142123,0
1972803,3.906834,1.7742566E7,0.0028955461,0
1973725,3.4961958,5.356158E7,0.002132305,0
1974388,2.8511775,2.99953E7,0.0016105003,0
1975520,1.7397488,1.6493943E7,0.011740066,0
1975607,3.3464673,5.2425932E7,0.0025497964,0
1976016,3.2923033,3.5060968E7,7.0677325E-4,0
1976287,3.5141978,3.444498E7,0.0050610076,0
1976363,1.5115361,2.7564312E7,0.0036564781,0
1976444,4.5042467,6234129.5,0.0023305228,0
1976549,1.9544812,2.5539852E7,0.006161408,0
1977234,3.6004622,2.5284924E7,0.0025448832,0
1977334,3.5880237,1.3112007E7,0.0046179374,0
1979235,1.7716557,1.4523611E7,0.0029160357,0
1979334,1.2670772,1.9001512E7,0.0037743556,0
1979480,1.0308616,1.5459976E7,0.007824886,0
1979913,3.4518561,3.0623742E7,0.013008685,0
1980893,3.5056846,2.1147184E7,0.0042945473,0
1981355,4.149409,2.2392478E7,0.0014521896,0
1982477,2.7292273,6.006912E7,8.1745774E-4,0
1983043,4.193871,1.0992828E7,0.0030267595,0
1983144,2.2969353,5.5869208E7,0.009188853,0
1983269,4.4769044,1.5449355E7,0.0014810888,0
1983557,2.1206775,2.3743592E7,0.011481435,0
1983917,3.7525456,1.723442E7,0.0019613055,0
1984132,2.4608624,2.3660052E7,0.0038602254,0
1984192,4.5324435,9795885.0,0.0031922793,0
1984938,4.153125,1.2142746E7,0.008707644,0
1985188,6.324888,6215614.5,0.0024005533,0
1986188,1.8633829,7591338.0,7.8476156E-4,0
1986509,3.4224696,2.249071E7,7.3436234E-4,0
1986875,3.0488842,9806495.0,0.0068879593,0
1987087,3.6955757,2.1506798E7,0.005272967,0
1951155,0.96006334,1.9465888E7,0.023448266,0
1951526,3.1313972,5199017.5,0.0016480692,0
1952455,7.29404,2.4856004E7,0.0035826338,0
1952789,3.808442,3.1605126E7,0.008589486,0
1952874,4.0584836,6327557.5,0.0026114492,0
1953017,3.5254705,2.8179446E7,0.009386614,0
1953469,2.7201045,5.5210572E7,0.007991301,0
1953538,2.8752038,1.67537616E8,0.007847114,0
1953939,1.3204285,2.9431926E7,0.004932893,0
1954791,3.07081,3.4004504E7,0.011670121,0
1954831,4.3307786,2.0318814E7,0.0059086103,0
1954952,4.7924857,1.1741807E7,8.269638E-4,0
1955159,2.8336594,1.6198253E7,0.0015345146,0
1955570,1.8797209,2.9768184E7,0.002256553,0
1955726,3.2071092,2.7160672E7,0.00662336,0
1956311,2.266967,4.7669188E7,0.017342748,0
1956427,1.9552629,5.2041164E7,0.018893825,0
1956883,3.8759303,1.3313332E7,7.579807E-4,0
1957530,1.8564322,1.9779102E7,0.0038501273,0
2399440,3.1933773,1.2623095E9,0.030932175,7
2399667,3.168394,1.43147354E9,0.07611322,8
2399856,3.9862642,7.6537467E9,0.64252776,4
2400400,2.196107,3.1244608E8,0.051798668,9
2400536,2.507049,2.29176288E8,0.038008932,6
2400752,3.2425299,4.63345536E8,0.04458745,11
2400900,4.292228,2.95874278E9,0.24214537,2
2401143,3.3944147,1.37988646E9,0.7298848,3
2401420,4.3012204,4.27814682E9,0.5735583,4
2402019,3.452211,2.46032896E9,0.05894907,3
2402394,3.5998707,1.84000256E9,0.25387117,2
2402787,3.220557,1.81217952E8,0.019282468,6
2403007,2.6503305,9.6726221E8,0.2743768,4
2403191,2.3097072,1.41219568E8,0.028884925,7
2403661,3.9854333,2.38526874E9,0.0601612,1
2403900,2.0807076,6.7506202E8,0.08243844,0
2404110,3.8057957,4.13968896E9,0.22385673,2
2404585,3.0225494,1.95574048E8,0.020174276,0
2404872,4.525906,2.13241792E9,0.11372769,4
2405159,3.3405304,9.7895616E8,0.03358638,5
2406092,7.1147456,2.3849943E9,0.14976214,0
2406511,3.7224844,3.1250368E8,0.0110136205,4
2406765,3.0028512,4.03188544E8,0.10896606,4
2407002,2.5899053,4.8895478E9,0.4728614,2
2407318,2.989609,1.16181594E9,0.034126483,3
2407690,3.539011,8.9478573E8,0.023841027,0
2408228,2.5242276,8.5985069E8,0.0707959,7
2408662,4.5222363,4.22908646E9,0.39033443,1
2408910,3.3640115,1.13826842E9,0.013585569,2
2409273,5.913123,6.8743827E8,0.16791742,4
2411154,4.9864745,5.9605647E9,0.11657157,4
2411820,2.95728,6.2364538E8,0.089331426,3
2412034,1.5236754,7.0765024E7,0.04497658,1
2412142,4.6452293,2.25802032E8,0.011794454,0
2412731,3.496606,1.14839747E10,1.5667552,3
2413623,4.451262,4.00431693E9,0.68483275,4
2414062,3.734583,8.6198661E9,1.420639,5
2414715,4.013866,5.8045061E9,0.11635586,2
2415423,3.7791235,1.61969408E9,0.45419812,6
2415717,2.8279073,4.37358592E8,0.06172827,0
2415892,4.781511,7.6557005E9,0.13488534,2
2416447,4.1107373,1.34268531E9,0.1633438,3
2416646,3.1391907,7.3380435E8,0.037724715,4
2417105,3.2675693,8.8941491E8,0.08075784,0
2417310,2.927934,5.3394683E9,0.21002689,3
2417704,2.9185903,9.1064614E8,0.03802705,2
2418128,2.7074416,2.70565088E8,0.008713808,5
2418270,4.1294856,1.02056563E9,0.24570382,1
2418530,2.043341,1486291.0,0.041414563,42
2418531,0.5276308,1530502.4,0.014324828,129
2418533,3.5506773,4.6630682E9,0.118988514,2
2419086,5.1414742,8.416841E8,0.003223313,0
2419391,5.5440016,5.0549064E9,0.61703247,2
2419870,3.65187,6.9539855E9,1.0492729,3
2420404,4.455424,6.3315461E9,0.12632321,4
2420722,4.048441,8.5575571E8,0.055922914,5
2421203,6.340569,1.87868713E10,1.6184362,2
2422340,0.0,0.0,0.03262637,115
2422341,0.0,2095209.5,0.033064246,161
2422342,0.5868166,3717633.8,0.029743373,153
2422343,0.0,0.0,0.020844342,191
2422345,4.133647,3.4966889E9,0.25867367,3
2423059,3.9311545,4.13470048E8,0.043868136,0
2423179,3.6583815,8.983472E8,0.006564601,5
2423509,2.8639717,2.17231232E8,0.09430483,0
2423669,3.3851194,8.0188378E8,0.16266708,6
2423964,3.4841855,1.53763376E8,0.0033046883,0
2424089,7.0439744,1.2877355E10,1.5149506,1
2424904,3.796463,1.05409184E9,0.026968163,5
2425034,2.4056358,1.71838416E8,0.08254849,0
2425267,4.3102603,2.29981184E10,1.0807332,1
2426012,3.5338895,4.8175846E9,0.0875078,2
2426514,4.1420617,5.7475773E9,0.08129528,3
2427021,3.7314136,1.11470003E9,0.1237913,5
2427232,3.1915796,9.4775104E8,0.27105296,4
2427728,3.4313996,4.7657816E7,0.009253822,0
2427789,2.734775,3.00003584E9,0.29795167,1
2428110,0.0,0.0,0.014204504,132
2428112,4.5564075,5.7040609E9,0.47782174,3
2428482,2.870379,4.6891566E9,0.17058283,2
2428922,3.1868126,2.8626112E8,0.062526405,4
2429243,3.2346346,1.63447181E9,0.040756643,5
2429465,5.1469836,1.57794547E9,0.041692037,0
2429649,3.016851,5.7132616E7,0.007715066,0
2429984,2.426558,1.4068816E8,0.03285102,5
2430161,4.7096605,7.4040561E9,0.29933932,3
2430585,4.088226,1.6481801E9,0.08624525,4
2430739,2.878161,1.74468547E10,0.0015806751,2
2431795,5.326445,1.97820288E9,0.6959646,6
2431993,4.3842707,2.14470989E9,0.44484362,4
2432353,3.6855328,1.37786982E9,0.10699019,3
2432930,2.766142,1.55456944E8,0.08054772,8
2433238,3.2683496,1.10874534E9,0.05452113,1
2433568,4.01985,1.1927351E9,0.16920605,2
2433777,2.6790493,1.13487992E8,0.003534356,0
2434104,3.2509773,7.432257E9,1.1126707,2
2435089,2.1804051,9.7853056E7,0.025331851,2
2435162,3.5863473,8.1141376E8,0.050909545,2
2435368,3.1305006,1.51486682E9,0.077377334,1
2435621,3.7402189,1.06953338E9,0.13826485,1
2435862,2.909156,5.27718208E8,0.004521272,3
2436315,3.419113,9.4989222E8,0.040650327,3
2436608,3.0022244,1.37319086E10,0.09221,2
2437812,3.022102,4.5367736E9,0.37429845,1
2438210,2.9141245,1.51940774E9,0.043153644,0
2438647,2.7337224,2.3274008E8,0.030952267,3
2438792,3.3973827,8.7127352E7,0.005149386,5
2439411,2.932319,8.7831693E8,0.030123474,2
2439685,3.983378,1.7933463E9,0.16986673,3
2439864,3.6851552,8.7196262E8,0.069713116,4
2440115,7.2088413,3.51927501E9,0.7169379,2
2440441,3.710655,1.36018464E8,0.006298978,2
2440541,3.328036,2.99754112E8,0.0038457597,0
2442015,7.966742,1.48882483E10,1.7485638,2
2442997,1.9321328,4350952.5,0.076676406,71
2442998,0.7293212,3748706.2,0.04905547,92
2443000,3.004919,1.65221094E9,0.16837026,3
2443242,3.3515012,2.21846816E8,0.01258409,0
2443378,4.336574,4.9890985E9,0.08269465,1
2443661,2.56198,8.3429613E8,0.05062726,2
2443922,2.4546528,7.586248E7,0.0023697799,3
2444049,4.790041,6.6740884E9,1.2527758,1
2444758,1.1809027,1.2894084E7,0.14314492,40
2444759,1.1060654,6014448.0,0.017770749,133
2444903,3.9247484,3.45231693E9,0.2018266,3
2445338,2.6261258,8.7748321E9,0.55025554,1
2445962,3.3276594,2.41234509E9,0.056243613,2
2446634,5.9432693,1.80625674E10,2.3638368,2
2447307,0.8645799,3560726.0,0.031983055,97
2447308,1.0146968,1641909.0,0.039310105,112
2447309,0.8908564,5742105.5,0.038375083,121
2447311,4.1491327,2.44017254E9,0.10690937,3
2447759,3.322203,1.38734566E9,0.3071613,4
2448459,5.4983125,2.09400026E9,0.15521349,2
2448974,2.507073,2.560876E8,0.0038960893,0
2449117,3.8126512,6.8388896E8,0.18501599,2
2449378,4.4688764,1.60394829E9,0.13746808,3
2449895,2.7002833,6.1196045E8,0.015013835,1
2450060,3.6512034,6.4432768E8,0.052603506,4
2450224,2.6415377,9.2013766E8,0.102383904,3
2450393,3.3858242,8.8436224E9,0.18566668,2
2451047,2.7749085,1.09444429E9,0.033987038,4
2451278,3.033079,3.64984397E9,0.12783891,3
2451770,4.6172705,9.1091136E8,0.20001538,4
2451960,1.9776586,1.2687168E7,0.016512197,0
2452028,3.8523793,1.52795136E8,0.010406644,3
2452180,3.8135293,2.82556646E9,0.2079677,2
2452471,3.2322893,8.4815616E9,0.11642406,1
2453576,7.0268793,4.0863328E7,0.021475079,7
2453776,2.8848152,9.7525832E9,0.13179128,1
2454589,3.0020063,7.5910938E8,0.03362505,2
2454844,2.7803426,4.1985008E8,0.08364395,1
2455844,3.4977722,9.324992E7,0.014240272,9
2456279,4.1261106,1.11681843E10,1.5898682,1
2456761,5.7061996,1.57755251E9,0.6718287,2
2457039,0.0,0.0,0.05679488,58
2457040,1.508017,3945437.5,0.038597696,78
2457041,1.320091,2597326.8,0.046895925,83
2457144,3.511466,6.8597133E8,0.0050999373,4
2457447,4.317796,3.34974054E9,0.16474062,1
2458050,7.843894,1.14675425E10,0.6360493,1
2458629,3.5845401,8.2461036E9,0.11301629,2
2459340,3.938974,2.44790048E8,0.008022022,0
2459553,4.347531,4.50402304E8,0.014700613,3
2459814,4.682224,4.5605852E9,0.38001603,1
2460293,3.2555273,6.4837984E8,0.0035122042,2
2460737,2.4729104,2.26906992E8,0.008198896,4
2460841,3.92502,1.01261978E10,0.8859113,2
2461768,2.8371346,5.3042256E8,0.04016958,0
2461858,3.420401,4.1162032E8,0.022880265,3
2461977,6.8099303,6.0250819E9,0.5188004,1
2462549,3.7326167,2.52756557E9,0.04087591,0
2462783,3.0060978,6.2797891E9,0.30020222,3
2463282,2.6929097,4.33921184E8,0.0672626,4
2463681,2.8677502,1.1397833E9,0.0976006,5
2464165,4.0313115,7.5234365E9,1.6202593,1
2465319,3.4104135,6.2336698E8,0.012613,3
2465648,2.938355,4.70085056E8,0.083449885,1
2466141,3.755691,1.7491273E9,0.039067812,5
2466456,2.8500412,2.62906576E8,0.06931074,2
2466856,5.064836,3.06169779E9,0.16649786,3
2467229,2.9708974,7.2791024E7,0.002962336,0
2467321,3.0105731,2.2876072E8,0.008822619,0
2467701,3.0916877,3.84934592E8,0.060390007,2
2468142,3.005603,1.23947149E9,0.024778126,2
